PaperId,Titulo,Autores,Ano,Data_Publicacao,Veiculo,DOI,ArXiv_ID,Resumo,URL
38e155934056bdf87adcc7ac11080e9ac62fcb9a,BedEye: A Bed Exit and Bedside Fall Warning System Based on Skeleton Recognition Technology for Elderly Patients,Liang-Bi Chen; Wan-Jung Chang; Tzu-Chin Yang,2025,,IEEE Access,10.1109/ACCESS.2025.3558004,,"Falls are an important medical safety issue, and patients older than 65 years are the most prone to falling in hospitals. According to a previous study, approximately 80% of falls occur near hospital beds. Although many visual devices can be used to detect and prevent falls from a bed, these devices cannot accurately recognize and separate all movements of getting out of a bed. To solve this problem, this study proposes a skeleton identification technology-based early warning system named BedEye to detect bed exits and bedside falls in older patients. The main novelty of the proposed BedEye system lies in its application of skeleton recognition technology to accurately detect bed exits and prevent bedside falls among elderly patients. Traditional methods, including wearable and nonwearable systems, often face challenges such as high false alarm rates and difficulties in recognizing complex movements such as getting in and out of bed. The proposed BedEye system addresses these issues by combining AI-based skeleton identification with edge computing to ensure high accuracy in detecting all postures during bed exit movements. The proposed BedEye system innovatively utilizes OpenPose-light, which is a lightweight version of the OpenPose model optimized for edge computing. The proposed BedEye system processes real-time images captured by an RGB sensor, which are then fed into a deep learning model running locally on an Nvidia Jetson Xavier-NX edge computing device. This ensures faster processing with minimized delays and without reliance on cloud computing, which reduces network bandwidth use. Moreover, we develop an algorithm for determining bed posture using the posture of patients leaving the bed. BedEye was validated through both laboratory-based experiments and clinical human trials. Compared with previous solutions, the proposed BedEye system demonstrated effectiveness, with an accuracy rate of 97.4% for detecting bed exits and bedside falls in elderly patients, significantly improving the prediction of patient movements. This validation confirms the system’s high reliability in real-world healthcare settings.",https://www.semanticscholar.org/paper/38e155934056bdf87adcc7ac11080e9ac62fcb9a
55b42599519f2beb8031c10dac99a6bbe1150562,Real-Time Elderly Fall Detection as Ambient Intelligence in Old Age Homes,Laxmi Shabadi; C. M; M. L; Pavan S G; R. Deekshith; L. Narayan,2025,2025-01-16,"2025 International Conference on Intelligent and Innovative Technologies in Computing, Electrical and Electronics (IITCEE)",10.1109/IITCEE64140.2025.10915420,,"The rapid expansion of autonomous technologies, the rise of computer vision, and edge computing present exciting opportunities in healthcare monitoring systems. Fall prevention is especially important for the elderly because falls from this age group often result in fatalities and serious injuries. Fall detection devices that can quickly recognize falls and alert emergency services have become more and more popular as a result. The primary goal of the project is to increase elderly home safety by implementing an ambient intelligence-based automated emergency recognition system. We present a unique method for fall posture detection utilizing an intelligence surveillance camera and a class of efficient models called MobileNets for mobile and embedded vision applications. A real-time embedded solution persuaded from “edge AI” is implemented using the state-of-the-art Object detection: single shot detector (SSD) Mobile Net V2 and Internet of things embedded GPU platform NVIDIA’s Jetson Nano.",https://www.semanticscholar.org/paper/55b42599519f2beb8031c10dac99a6bbe1150562
5e372983acfe8423886176c2899d32d21dd7535a,Contactless Camera-Based Heart Rate and Respiratory Rate Monitoring Using AI on Hardware,Dimitrios Kolosov; Vasilios I. Kelefouras; P. Kourtessis; I. Mporas,2023,2023-05-01,Italian National Conference on Sensors,10.3390/s23094550,,"Detecting vital signs by using a contactless camera-based approach can provide several advantages over traditional clinical methods, such as lower financial costs, reduced visit times, increased comfort, and enhanced safety for healthcare professionals. Specifically, Eulerian Video Magnification (EVM) or Remote Photoplethysmography (rPPG) methods can be utilised to remotely estimate heart rate and respiratory rate biomarkers. In this paper two contactless camera-based health monitoring architectures are developed using EVM and rPPG, respectively; to this end, two different CNNs, (Mediapipe’s BlazeFace and FaceMesh) are used to extract suitable regions of interest from incoming video frames. These two methods are implemented and deployed on four off-the-shelf edge devices as well as on a PC and evaluated in terms of latency (in each stage of the application’s pipeline), throughput (FPS), power consumption (Watt), efficiency (throughput/Watt), and value (throughput/cost). This work provides important insights about the computational costs and bottlenecks of each method on each hardware platform, as well as which platform to use depending on the target metric. One of our insights shows that the Jetson Xavier NX platform is the best platform in terms of throughput and efficiency, while Raspberry Pi 4 8 GB is the best platform in terms of value.",https://www.semanticscholar.org/paper/5e372983acfe8423886176c2899d32d21dd7535a
6198db7181ee040df2c83d6695f8165f04139f08,"Lightweight Skin Lesion Segmentation for Edge Deployment: A Critical Review of Architectures, Accuracy Compensation, and Clinical Translation",Yanglin Du; Gabriel Villarrubia-González,2026,,IEEE Access,10.1109/ACCESS.2026.3682487,,"Automated skin lesion segmentation via deep learning has achieved remarkable accuracy in controlled laboratory settings, yet its clinical translation to point-of-care (PoC) edge devices remains fundamentally constrained by the computational demands of state-of-the-art architectures. This review systematically bridges the gap between algorithmic innovation and hardware-aware deployment by presenting a critical analysis spanning three interconnected dimensions: 1) architectural evolution from convolutional neural networks (CNNs) through Vision Transformers to emerging linear-complexity State Space Models (e.g., Mamba), evaluated against a unified efficiency–accuracy Pareto framework rather than isolated accuracy rankings; 2) mathematical formalisation of lightweighting-induced precision degradation and its compensation via knowledge distillation, structural reparameterisation, and frequency-domain enhancement, with explicit assessment of evidence quality and reproducibility across studies; and 3) empirical deployment profiling across heterogeneous edge platforms including NVIDIA Jetson, Intel OpenVINO, and mobile processors. Through a multi-dimensional evaluation framework integrating spatial overlap (Dice), boundary fidelity (HD95), and on-device throughput (FPS), supplemented by a meta-analysis of dataset usage biases and validation protocol inconsistencies, we establish that heterogeneous multi-paradigm fusion architectures can preserve clinical-grade segmentation quality under severe resource constraints—provided that evaluation methodologies are standardised. Critically, our quantitative analysis of 36 reviewed studies reveals that approximately 65% of reported performance figures are derived from non-standardised data splits, rendering direct cross-study comparisons statistically unreliable. We further identify critical open challenges—including cross-domain generalisation, hardware–algorithm co-design, demographic fairness, and edge-native federated learning—and delineate actionable research trajectories toward democratising expert-level dermatological AI diagnostics in resource-limited healthcare environments worldwide.",https://www.semanticscholar.org/paper/6198db7181ee040df2c83d6695f8165f04139f08
6e753210b9db730c7d7f3e399e9ff5282671e438,"Optimized Edge-AI Streaming for Smart Healthcare and IoT Using Kafka, Large Language Model Summarization, and On-Device Analytics",A. Syed; Pradeep Kumar Sambamurthy; Abdul Sajid Mohammed; Udit Mamodiya,2025,2025-07-18,"2025 International Conference on Computing, Intelligence, and Application (CIACON)",10.1109/CIACON65473.2025.11189423,,"This exponential growth poses serious challenges for traditional cloud-based architectures due to their high latency, bandwidth consumption, and privacy vulnerabilities. This study presents a novel Edge-AI streaming framework that integrates Apache Kafka for scalable real-time data streaming, DistilBERT for summarizing unstructured clinical notes on-device, and XGBoost for edge-based predictive analytics. The framework leverages Kafka’s partitioned topic structure for high-throughput streaming, deploying a quantized DistilBERT model via ONNX to generate compact clinical summaries, and executing real-time classification tasks using XGBoost on edge devices (Raspberry Pi 4 and Jetson Nano). Performance was evaluated on a simulated dataset of 10,000 patient records using latency, throughput, ROUGE/BLEU scores, and F1-score as key metrics. The system achieved a 40% latency reduction (185 ms vs. 680 ms cloud), 35% throughput improvement (850 vs. 630 records/s), and high summarization performance (ROUGE-1: 0.87, ROUGE-2: 0.82, BLEU: 0.76). Predictive analytics delivered an F1-score of 0.94 for anomaly detection. HIPAA compliance was ensured through local data processing, and resource usage remained minimal (≤1.5 GB RAM, ≤70% CPU). By tightly coupling Kafka streaming, LLM summarization, and edge analytics, the proposed framework provides a scalable and secure infrastructure for real-time healthcare IoT. Future work includes incorporating federated learning, multimodal data fusion, and dynamic compression to enhance adaptability and clinical utility.",https://www.semanticscholar.org/paper/6e753210b9db730c7d7f3e399e9ff5282671e438
6f02db4775e5b2b249d9396da355a63de91f8171,Examining Federated Learning Architecture's Capability to Protect Data Privacy During the Training of Collaborative Healthcare Models,Narenthirakumar Appavu,2025,2025-08-12,International Conference on Information Security and Cryptology,10.1109/ICISC65841.2025.11187468,,"Working with artificial intelligence (AI) in the healthcare industry yields revolutionary results, especially when machine learning techniques are used to teamwork. Because patient data is sensitive and subject to stringent rules, central data aggregation is difficult. Federated Learning is a computer technique that allows for the decentralised deployment of artificial intelligence by training models at the source device while preserving the original data locally. By analysing healthcare collaborative systems that comprise EHR data, diagnostic imaging data, and wearable health data, researchers assess a variety of FL designs in terms of their ability to maintain privacy or their learning performance. Horizontal FL, Vertical FL, and Hybrid FL are compared based on their communication requirements, training efficiency, time to convergence, and vulnerability to data exposure. Using device simulations on a Raspberry Pi 4 and an NVIDIA Jetson Nano operating under real-world implementation constraints, the study team conducted experimental assessments. To assess real-world applications, the study uses privacy-protected methods such safe aggregation, homomorphic encryption, and differential privacy inside the FL structure. The optimal balance between superior performance as well as privacy protection in simulation operation is achieved by hybrid FL technology that combines adaptive compression with safe aggregation approaches. Our research offers useful insights into how Federalised Learning facilitates collaborative artificial brains that safeguard the privacy of medical data. By creating operational guidelines for healthcare professionals and AI developers who wish to establish large privacy-protecting smart systems, research that relies on real-world emulation acts as the study's basic novelty. In addition to explanatory model solutions for clinical deployment dependability, developers should concentrate on three primary future directions: using blockchain to enable reporting and customising models on device hardware.",https://www.semanticscholar.org/paper/6f02db4775e5b2b249d9396da355a63de91f8171
7239b0746e67c6b66f0cd148963ee43bdcae23ce,Next-Gen Telehealth: A Low-Latency IoT and Edge AI Framework for Personalized Remote Diagnosis,M.Pradeep; V. Vijayasri; B.Perumal Department of E.C.E; K.A.Jyotsna; G.Ramesh Yadav; Ramachandran Vedantham; S.Kanakaprabha,2025,2025-04-23,International Congress on Information and Communication Technology,10.1109/ICICT64420.2025.11004688,,"This research introduces an enhanced IoT-based framework designed for real-time remote diagnosis and personalized telemedicine. The methodology integrates health-monitoring sensors, edge AI processing using Raspberry Pi 4 and NVIDIA Jetson Nano, and a secure cloud/telemedicine platform. Pre-trained AI models on the edge devices facilitate early detection and real-time alerts, while a smartphone gateway transmits data to the cloud. The cloud platform ensures secure data storage, EMR (Electronics Medical Record) integration, and real-time video consultations. A simulated smart healthcare environment was used for testing. Results demonstrate low latency (80-150ms) and high accuracy (92%) in edge AI inference. Data transmission efficiency was above 99.5%. A simulated patient usability survey indicated high satisfaction with the mobile health management app, and dashboards provided clear visualizations of patient data. The framework demonstrates potential for improved healthcare accessibility and efficiency compared to traditional telemedicine models.",https://www.semanticscholar.org/paper/7239b0746e67c6b66f0cd148963ee43bdcae23ce
73c2e442d3eb8d7fd6526899ad900a8b4b8be11c,"Predicting Delay, Power, and Energy of Edge AI Inference with Ridge Regression",Minkyu Park; Jaemin Jeong; Ji-Ho Cho; Jeong-Gun Lee,2026,2026-02-03,IEEE International Conference on Consumer Electronics,10.1109/ICCE67443.2026.11449747,,"As AI becomes central to consumer devices, edge inference must meet strict latency and energy constraints under limited compute and thermal budgets. We present a regression-based framework for predicting four inference metrics—Delay, Power, Energy, and Energy–Delay Product (EDP)—on the NVIDIA Jetson Orin Nano. The predictor leverages structural features (FLOPs, parameters, depth, Conv/MLP ratio) and run-time settings (GPU frequency, batch size). Delay and Energy are modeled with log-linear Ridge regression, while Power is refined from a physics-based approximation (P ≈ E/T ) with residual correction. Evaluation under random, architecture, and runtime holdouts demonstrates high accuracy for Delay and Energy, robust Power prediction across architectures, and moderate sensitivity to runtime shifts. The framework provides interpretable formulas that enable rapid design-space exploration for consumer electronics such as smart cameras, wearables, XR devices, and healthcare systems.",https://www.semanticscholar.org/paper/73c2e442d3eb8d7fd6526899ad900a8b4b8be11c
81dd6fd9130004181f5b5938be7202feb29c5400,An efficient deep learning framework for detecting and classifying brain tumour from DWT compressed MRI images,K. A. Neena; M. N. Anil Kumar,2025,2025-08-23,Multimedia tools and applications,10.1007/s11042-025-21034-3,,,https://www.semanticscholar.org/paper/81dd6fd9130004181f5b5938be7202feb29c5400
82ff8f30e5a615634e4b6b25493133cc9c9bc887,EDGE-AI EN SISTEMAS EMBEBIDOS: MODELOS Y MÉTRICAS ENERGÉTICO-COMPUTACIONALES.  REVISIÓN SISTEMÁTICA,Fernando Ochoa Paredes,2025,2025-10-01,Revista de Investigación Intercultural ASAMPITAKOYETE,10.58719/es01mt94,,"Edge AI integrates AI, edge computing, and mobile edge computing to process data near the source with low latency, low power consumption, and greater privacy. It addresses the need to run local inference on resource-constrained devices (sensors, MCUs, SBCs like the Jetson Nano or Raspberry Pi, FPGAs, and accelerators like the Edge TPU) without relying on the cloud for real-time processing. This systematic review focuses on hardware-software co-optimization: compact models (quantized and pruned CNNs, lightweight YOLO-lite variants, SNNs) and toolchains (TensorFlow Lite Micro, CMSIS-NN, TVM/microTVM) that balance accuracy, latency, and power while minimizing RAM/Flash footprint. This approach is key in healthcare, transportation, industrial security, and home automation. Although there is a history of this field, it has grown rapidly in the last five years. Articles published between 2020 and 2025 were reviewed using the Google Scholar and Scopus search engines, with Boolean operators applied. Twenty-four articles were included based on computational models, edge hardware, and energy metrics. Edge AI in embedded systems has matured in the development process, but it still relies heavily on prototype development platforms. Similarly, energy metrics need to be standardized to compare realistic performance between solutions, considering external factors that may affect them.",https://www.semanticscholar.org/paper/82ff8f30e5a615634e4b6b25493133cc9c9bc887
8474d275229c6e4802321f4b1adeef44bbf3c02c,Smart Health System with Edge AI and Computer Vision for Real-Time Decision Support,Hashem Alomari; Ahmad Salah; Malak I. Naji,2025,2025-12-01,2025 International Conference on Decision Aid Sciences and Applications (DASA),10.1109/DASA68193.2025.11498915,,"The increasing demand for efficient and accessible healthcare services has highlighted the limitations of traditional patient management systems, including prolonged waiting times, high staffing costs, and substantial spatial requirements. This paper presents the design and evaluation of a Smart Health System leveraging Edge AI for real-time health monitoring and automated patient triage. The proposed framework integrates Bluetooth Low Energy (BLE) IoT sensors, machine learning based scoring models, and computer vision modules to enable continuous assessment and decision support at the edge. An NVIDIA Jetson Nano performs on-device inference, ensuring low latency, secure processing, and privacy preservation through AES-256 encryption and HTTPS based transmission. The modular system architecture supports scalability and seamless interoperability between IoT and AI components. Experimental validation confirmed accurate and stable physiological measurements, such as synchronized pulse rate and oxygen saturation, along with substantial operational gains: an 80% reduction in patient waiting time and space utilization, and a 50% reduction in staffing requirements. These outcomes demonstrate the system’s capability to optimize healthcare workflows while maintaining clinical reliability and privacy compliance, contributing to the advancement of preventive and occupational healthcare through intelligent real-time decision support at the edge.",https://www.semanticscholar.org/paper/8474d275229c6e4802321f4b1adeef44bbf3c02c
8909f75173f44681635f233b6fe79e67d80e7c45,Edge AI: Reshaping the Future of Edge Computing with Artificial Intelligence,L. Banjanović-Mehmedović; A. Husaković,2023,2023-10-01,BASIC TECHNOLOGIES AND MODELS FOR IMPLEMENTATION OF INDUSTRY 4.0,10.5644/pi2023.209.07,,"This paper highlights the growing importance of edge computing and the need for AI techniques to enable intelligent processing at the edge. Edge computing has emerged as a paradigm shift that brings data processing and storage closer to the source, minimizing the need for transmitting large volumes of data to remote locations. The integration of AI capabilities at the edge enables intelligent and real-time decisionmaking on resource-constrained devices. This paper discusses the significance of Edge AI across various domains, including automotive applications, smart homes, industrial IoT, and healthcare. By leveraging AI algorithms on edge devices, efficient implementation and deployment become possible, leading to improved latency, privacy, and security.The various AI techniques used in edge computing are presented, including machine learning, deep learning, reinforcement learning and transfer learning. As AI continues to play a pivotal role in driving edge computing, the integration of hardware accelerators and software platforms is gaining utmost significance to efficiently run inference models. A variety of popular options have emerged to accelerate AI at the edge, and notable among them are NVIDIA Jetson, Intel Movidius Myriad X, and Google Coral Edge TPU. The importance of specialized System-on-a-Chip (SoC) solutions for Edge AI, capable of supporting high-performance video, voice, and vision processing alongside integrated AI accelerators is presented as well. By examining the transformative potential of Edge AI, this paper aims to inspire researchers, practitioners, and industry professionals to explore the vast possibilities of integrating AI at the edge. With Edge AI reshaping the future of edge computing, intelligent decision-making becomes seamlessly integrated into our daily lives, driving advancements across various sectors.",https://www.semanticscholar.org/paper/8909f75173f44681635f233b6fe79e67d80e7c45
896756e5cb898a3f202b31b8b28b129ad2e240b9,Artificial Intelligence-Enhanced Multi-Lead ECG Monitoring for Early Cardiovascular Disease Detection and Cuffless Blood Pressure Estimation in Smart Healthcare,Wai-Chi Fang; Ya-Chin Lo,2025,2025-01-11,IEEE International Conference on Consumer Electronics,10.1109/ICCE63647.2025.10929814,,"This study introduces an AI-driven multi-lead ECG real-time monitoring system designed for cardiovascular disease detection and blood pressure estimation, integrated within the framework of smart healthcare. By utilizing deep learning techniques, particularly Convolutional Neural Networks (CNNs), the system accurately detects Premature Ventricular Contractions (PVCs) from multi-lead ECG signals, significantly improving diagnostic precision. Additionally, it implements a cufftess blood pressure estimation method by combining ECG and photo-plethysmography (PPG) signals through Pulse Transit Time (PTT) features. The system is deployed on the Nvidia Jetson Nano embedded platform, offering real-time processing, low power consumption, and continuous monitoring, which is ideal for remote health management. Experimental results highlight its ability to enhance early detection of cardiovascular conditions, showcasing its integration within smart healthcare systems to support personalized health management and remote monitoring.",https://www.semanticscholar.org/paper/896756e5cb898a3f202b31b8b28b129ad2e240b9
9227f03f543250d348ddb161e01b24d9fbf65902,Multi-Disease Detection Using Deep Learning,O. Sahu; A. Singh; D. Prakash,2025,2025-12-17,International Symposium on Embedded Computing and System Design,10.1109/ISED67359.2025.11405003,,"Early and correct diagnosis is still a major difficulty in today’s healthcare system, especially in impoverished and distant areas with limited access to professional medical staff and testing facilities. worse treatment expenses and worse death rates are frequently the results of delayed diagnosis. Using cutting-edge Deep Learning (DL) and Machine Learning (ML) architectures combined with edge computing for real-time deployment, this study provides a reliable, scalable, and multi-modal disease detection system. The suggested system can identify more than 50 diseases by using ensemble learning techniques for structured clinical data and Convolutional Neural Networks (CNNs) for image-based diagnosis. These include infectious diseases like sickle cell anemia and malaria, complicated pathologies like brain tumors and different types of cancer, and chronic problems like diabetes and cardiovascular disorders.Offline inference in low-bandwidth contexts is made possible by the system’s deployment optimization on the NVIDIA Jetson Nano. With diabetes prediction at 94%, obesity classification at 99%, brain tumor detection at 96%, and chronic kidney disease prediction at 99%, experimental results show remarkable predictive accuracy across different models. This approach offers an affordable answer to global health issues by bridging the gap between cutting-edge AI capabilities and easily accessible healthcare infrastructure.",https://www.semanticscholar.org/paper/9227f03f543250d348ddb161e01b24d9fbf65902
92d227ca6f765f56431f412a7ee4d680a9ee6a07,Integrating AI-Driven Predictive Analytics in Wearable IoT for Real-Time Health Monitoring in Smart Healthcare Systems,Siriwan Kajornkasirat; Chanathip Sawangwong; Kritsada Puangsuwan; Napat Chanapai; Weerapat Phutthamongkhon; Supattra Puttinaovarat,2025,2025-04-16,Applied Sciences,10.3390/app15084400,,"The spread of infectious diseases, such as COVID-19, presents a significant problem for public health and healthcare systems. Digital technology plays an important role in achieving access to healthcare by enhancing device connectivity and information sharing. This study aimed to develop, implement, and demonstrate a tracking and surveillance system to enhance monitoring for emerging infectious diseases, focusing on COVID-19 patient profiling. The system integrates IoT-based wearable devices, an artificial intelligence (AI) camera for real-time monitoring, and a MySQL database for data management. The program uses Charts.js for data visualization and Longdo Map API for mapping, leveraging Jetson Nano boards, webcams, and Python (Version 3.9). We employed a classification technique to categorize patients into two groups: those with a positive mood and those with a negative mood. For comparing accuracies, we utilized three types of models: multilayer perceptron (MLP), support vector machine (SVM), and random forest. Model validation and evaluation were conducted using Python programming. The results of this study fall into three parts. The first part involved testing the monitoring and surveillance system. It was found that the system could receive information from the wearable device, display the received data in graph form, and notify the medical staff when examining symptoms to consider whether the patient should be taken to the hospital. The second part focused on testing the device, and it was found that it could measure body temperature, heart rate, and blood oxygen levels (SpO2) and send those data to the database. The third part involved an AI camera test, and it was found that the most suitable algorithm to analyze the patient’s facial expressions was Random Forest. The results show that the system supports hospitals in managing COVID-19 and similar diseases by enabling timely interventions through facial expression analysis.",https://www.semanticscholar.org/paper/92d227ca6f765f56431f412a7ee4d680a9ee6a07
964444f2fbd9d6d7c23cf4503ea7f12c48462b01,An Application-Oriented Review of Deep Learning Architectures for Edge Video Analytics on NVIDIA Jetson Nano,A. D; R. V,2026,2026-06-25,2026 Third International Conference on Innovations in Cybersecurity and Data Science (ICICDS),10.1109/ICICDS70526.2026.11604677,,"The real-time edge video analytics market is growing rapidly due to recent developments in smart surveillance, transportation, industrial safety, healthcare, agriculture, and emergency-response systems. The NVIDIA Jetson Nano has emerged as a popular embedded AI platform because of its computational capability, low power consumption, compact form factor, and support for deployment frameworks such as CUDA, TensorRT, DeepStream, and ONNX. This review adopts an application-oriented perspective and examines how deep learning architectures have been deployed on Jetson Nano for computer vision-based surveillance, anomaly detection, healthcare, agriculture, transportation, industrial inspection, multimodal rescue systems, and secure embedded vision applications. Unlike traditional architecture-focused surveys, the review emphasizes the relationship between application requirements, deployment constraints, and architecture selection in real-world edge environments. The study compares deployment strategies, performance metrics, optimization techniques, and practical constraints reported across different application domains. By linking architecture selection with application requirements and deployment considerations, the review provides insights into the design of efficient real-time video analytics systems on resource-constrained edge platforms.",https://www.semanticscholar.org/paper/964444f2fbd9d6d7c23cf4503ea7f12c48462b01
abc231c6b3e4ff29b5a69a3363cf28c844cf44ec,A novel end-to-end privacy preserving deep Aquila feed forward networks on healthcare 4.0 environment,Ponugoti Kalpana; Sunitha Tappari; L. Smitha; D. Madhavi; K. Naresh; Maddala Vijayalakshmi,2025,2025-06-03,Discover Internet of Things,10.1007/s43926-025-00157-x,,"Healthcare 4.0 is considered to be the most resilient technology with the integration of Internet of Things (IoT), Artificial Intelligence (AI), and 5G wireless communication. These Internet-enabled devices compile human data and deliver it to remote clinical centers for efficient diagnosis and treatment processes. Though sensor-driven devices have largely eased everyday lives, these healthcare systems have been suffering from various security breaches and data privacy problems. This evokes a need for designing intelligent systems to eradicate data breaches and privacy problems. This research presents a groundbreaking framework that uniquely combines privacy-preserving optimized deep learning to effectively diagnose cardiac troubles utilizing edge and fog computing devices. The recommended framework is tested with real-time datasets and employs federated learning for training the network. To ensure high prediction performance, Gated Aquila Optimized Deep Feedforward Networks (GAODP) are used to predict heart diseases. In the primary instance, information is acquired by the IoT sensors and stored in fog gateways. Subsequently, the federated mode of GAODP is adopted for the prediction of heart diseases. The ablation tests are conducted utilizing IoT nodes connected to medical sensors, with fog gateways implemented using Embedded Jetson Nano gadgets. Extensive evaluations are carried out using the gathered datasets, and performance metrics are examined and analyzed. The experimentation involves various traditional deep learning frameworks to prove the performance of privacy-preserving models. Moreover, the duration required to construct the model is calculated to confirm the recommended model's intricacy. The outcome indicate that the recommended model has attained notable predictive accuracy, including precision (0.98), recall (0.975), specificity (0.98), F1-score (0.99) and accuracy (0.99) with less computational overhead. Advanced privacy-preserving AI The study introduces a privacy-focused AI framework for diagnosing heart diseases effectively. Optimized for real-time healthcare The proposed model ensures high accuracy while minimizing latency and computational load. Validated on fog computing setups Extensive testing demonstrates superior performance in IoT-Fog environments for cardiac care. Advanced privacy-preserving AI The study introduces a privacy-focused AI framework for diagnosing heart diseases effectively. Optimized for real-time healthcare The proposed model ensures high accuracy while minimizing latency and computational load. Validated on fog computing setups Extensive testing demonstrates superior performance in IoT-Fog environments for cardiac care.",https://www.semanticscholar.org/paper/abc231c6b3e4ff29b5a69a3363cf28c844cf44ec
b792cad5a8b32c397d645fa4b0d0934f4f85969a,"A Survey of Machine Learning in Edge Computing: Techniques, Frameworks, Applications, Issues, and Research Directions",Oumayma Jouini; K. Sethom; Abdallah Namoun; N. Aljohani; M. H. Alanazi; Mohammad N. Alanazi,2024,2024-06-03,Technologies,10.3390/technologies12060081,,"Internet of Things (IoT) devices often operate with limited resources while interacting with users and their environment, generating a wealth of data. Machine learning models interpret such sensor data, enabling accurate predictions and informed decisions. However, the sheer volume of data from billions of devices can overwhelm networks, making traditional cloud data processing inefficient for IoT applications. This paper presents a comprehensive survey of recent advances in models, architectures, hardware, and design requirements for deploying machine learning on low-resource devices at the edge and in cloud networks. Prominent IoT devices tailored to integrate edge intelligence include Raspberry Pi, NVIDIA’s Jetson, Arduino Nano 33 BLE Sense, STM32 Microcontrollers, SparkFun Edge, Google Coral Dev Board, and Beaglebone AI. These devices are boosted with custom AI frameworks, such as TensorFlow Lite, OpenEI, Core ML, Caffe2, and MXNet, to empower ML and DL tasks (e.g., object detection and gesture recognition). Both traditional machine learning (e.g., random forest, logistic regression) and deep learning methods (e.g., ResNet-50, YOLOv4, LSTM) are deployed on devices, distributed edge, and distributed cloud computing. Moreover, we analyzed 1000 recent publications on “ML in IoT” from IEEE Xplore using support vector machine, random forest, and decision tree classifiers to identify emerging topics and application domains. Hot topics included big data, cloud, edge, multimedia, security, privacy, QoS, and activity recognition, while critical domains included industry, healthcare, agriculture, transportation, smart homes and cities, and assisted living. The major challenges hindering the implementation of edge machine learning include encrypting sensitive user data for security and privacy on edge devices, efficiently managing resources of edge nodes through distributed learning architectures, and balancing the energy limitations of edge devices and the energy demands of machine learning.",https://www.semanticscholar.org/paper/b792cad5a8b32c397d645fa4b0d0934f4f85969a
be96c83a8288785118bee70175319ad8054b725c,Edge-AI integrated secure wireless IoT architecture for real time healthcare monitoring and federated anomaly detection,M. Prabha; S. Nandhini; M. Dayanidhy; R. Pradeep,2025,2025-12-17,Scientific Reports,10.1038/s41598-025-30150-x,,"The rapid digitalization of healthcare demands intelligent, low-latency, and privacy-preserving systems capable of operating at the network edge. This study introduces a unified Edge-AI framework that seamlessly combines dual wireless connectivity (LoRaWAN + 5G), federated learning (FL), Proof-of-Authority (PoA) block chain, and homomorphic encryption (HE) to achieve secure real-time anomaly detection in patient monitoring. A quantized CNN–LSTM model was deployed on NVIDIA Jetson Nano devices and trained using a synthetic dataset statistically modelled from the MIT-BIH Arrhythmia Database, capturing vital signals such as heart rate, temperature, and oxygen saturation. The integrated system attained 91.9% accuracy and 90.8% F1-score, with only an 8.7% latency overhead attributed to HE operations. A paired two-tailed t-test (p < 0.01) confirmed that these gains are both statistically and clinically significant, indicating reliable diagnostic performance under constrained conditions. Beyond performance, the proposed framework ensures end-to-end data confidentiality, tamper-proof auditability, and energy-efficient edge inference, offering a scalable pathway toward trustworthy, next-generation smart-healthcare ecosystems.",https://www.semanticscholar.org/paper/be96c83a8288785118bee70175319ad8054b725c
bfd36ac3da11e2d47bfe20fa49b9c65b5c553e98,Explainable AI in Edge Devices: A Lightweight Framework for Real-Time Decision Transparency,Mohammed AlNusif,2025,2025-07-02,International Journal Of Engineering And Computer Science,10.18535/ijecs.v14i07.5181,," 
The increasing deployment of Artificial Intelligence (AI) models on edge devices—such as Raspberry Pi, NVIDIA Jetson Nano, and Google Coral TPU—has revolutionized real-time decision-making in critical domains including healthcare, autonomous vehicles, and surveillance. However, these edge-based AI systems often function as opaque ""black boxes,"" making it difficult for end-users to understand, verify, or trust their decisions. This lack of interpretability not only undermines user confidence but also poses serious challenges for ethical accountability, regulatory compliance (e.g., GDPR, HIPAA), and safety in mission-critical applications.
To address these limitations, this study proposes a lightweight, modular framework that enables the integration of Explainable AI (XAI) techniques into resource-constrained edge environments. We explore and benchmark several state-of-the-art XAI methods—including SHAP (SHapley Additive Explanations), LIME (Local Interpretable Model-agnostic Explanations), and Saliency Maps—by evaluating their performance in terms of inference latency, memory usage, interpretability score, and user trust across real-world edge devices. Multiple lightweight AI models (such as MobileNetV2, TinyBERT, and XGBoost) are trained and deployed on three benchmark datasets: CIFAR-10, EdgeMNIST, and UCI Human Activity Recognition.
Experimental results demonstrate that while SHAP offers high-quality explanations, it imposes significant computational overhead, making it suitable for moderately powered platforms like Jetson Nano. In contrast, LIME achieves a balanced trade-off between transparency and resource efficiency, making it the most viable option for real-time inference on lower-end devices like Raspberry Pi. Saliency Maps, though computationally lightweight, deliver limited interpretability, particularly for non-visual data tasks.
Furthermore, two real-world case studies—one in smart health monitoring and the other in drone-based surveillance—validate the framework's applicability. In both scenarios, the integration of XAI significantly enhanced user trust and decision reliability without breaching latency thresholds.
Ultimately, this paper contributes a scalable, device-agnostic solution for embedding explainability into edge intelligence, enabling transparent AI decisions at the point of data generation. This advancement is crucial for the future of trustworthy edge AI, particularly in regulated and high-risk environments.",https://www.semanticscholar.org/paper/bfd36ac3da11e2d47bfe20fa49b9c65b5c553e98
